DATE,CPIAUCSL
2021-01-01,263.7340000000000000
2021-04-01,268.5576666666666667
2021-07-01,272.8873333333333333
2021-10-01,278.7066666666666667
2022-01-01,284.8936666666666667
2022-04-01,291.5356666666666667
2022-07-01,295.4956666666666667
2022-10-01,298.5250000000000000
2023-01-01,301.3306666666666667
2023-04-01,303.3510000000000000
2023-07-01,306.0326666666666667
